student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S206,51,65,1,0,41,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S207,80,52,0,1,45,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S208,80,53,1,1,55,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S209,80,39,1,1,25,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S210,100,96,0,1,24,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S211,81,42,0,1,15,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S212,92,52,1,0,9,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S213,89,52,1,1,19,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S214,83,81,1,0,53,1,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S215,63,59,1,1,27,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S216,85,87,1,1,62,0,"Good Job, You did Well in the Week. Keep the momentum"
S217,54,52,1,1,50,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S218,65,70,0,1,0,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S219,60,49,1,1,66,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S220,71,100,1,1,70,1,"Good Job, You did Well in the Week. Keep the momentum"
S221,100,43,1,1,25,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S222,32,70,1,1,60,0,Increase your lecture video completion to at least 80% to strengthen understanding.
S223,83,76,1,1,28,1,Participate more in Q&A to clarify doubts and boost retention.
S224,37,72,1,0,52,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S225,60,61,0,1,18,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S226,91,62,1,0,5,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S227,71,65,1,0,40,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S228,48,62,1,0,46,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S229,55,82,1,0,40,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S230,83,100,1,1,20,0,Participate more in Q&A to clarify doubts and boost retention.
S231,55,54,1,0,40,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S232,74,40,1,0,56,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S233,70,63,1,1,48,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S234,56,100,0,1,54,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S235,100,50,0,1,33,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S236,82,94,0,0,79,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S237,29,95,0,0,20,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S238,73,55,1,1,62,0,Make sure to complete all checklist items to stay on track.
S239,56,75,0,1,79,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.
S240,87,94,1,1,62,1,"Good Job, You did Well in the Week. Keep the momentum"
S241,54,58,0,1,44,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S242,67,61,0,0,36,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S243,80,54,0,1,75,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S244,87,46,0,1,14,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
